class_id	category	line	signature	guard	error_guard	uses_active	files	gender	body_sha256
mkN519	N	13456	Str -> N	True	True	0		Fem	ce539b232c3ec128bd5e894fc8e1b3196c265389a61053ff8238c0037a99584e
mkN520	N	13483	Str -> N	True	True	0		Fem	917b5af13224ff959297af6205f93c72971b00475604a060bc896be068aa4dc9
mkN521	N	13511	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	63523eed42a939037d295fb7993256b8aa8199ecb351f2e7ce717ebbb4dd8de4
mkN522	N	13531	Str -> N	False	False	0		Masc	f59ca5c863b30ee5478efca3f26bd05a92392fb88d275b0b5a486e465432eaf3
mkN523	N	13551	Str -> N	True	True	0		Fem	dbc8db5bb0956fe022377fb8d25907125fed864ea14c21da17f2ef5c1c026985
mkN524	N	13574	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	ca18fdc499e23f308fafcd4708d7de02af9d6270107436cc65f8287a254a67b6
mkN525	N	13594	Str -> N	True	True	0		Masc	2c38f5612c615849e08f6c63e8a0bb94b9747524db8cae7f9f064dce2bce0e4e
mkN526	N	13617	Str -> N	False	False	0		Masc	d7e02ed57e3977ddc5168eda562df26ec16283870131f3907ebd875a4444206b
mkN527	N	13637	Str -> N	True	True	0		Fem	6b323a8d0e906671f82e24da2ad17eed4eaebf780d931a27eef469bf6ed7daeb
mkN528	N	13660	Str -> N	True	True	0		Masc	3fe8c304f3ef9c6eef5bdacf80ba034876460c7b4cd6e48d3b0e087e9a1e6ebe
mkN529	N	13683	Str -> N	True	True	0		Fem	98719a281f14a81b522252838c69df131b442ee71e00cfd037448682f8292e5e
mkN530	N	13706	Str -> N	False	False	0		Masc	0314c5993ae3f130d4c49a7e4ae44d437078b43d1b2f4f4399934b8ae32cda62
mkN531	N	13750	Str -> N	False	False	0		Masc	b23d145f8e5b70d38ef58c3a66f436e265105bb8e6cbc1913fe5d6ade8508e41
mkN532	N	13774	Str -> N	True	True	0		Masc	a1fe2bfb240966fcedfbc9aced7d020f864afd411946f7e4439ec8a4191ebadb
mkN533	N	13800	Str -> N	False	False	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	917434ac52890d5c582c70047386a5be94581b4b89d79f7ed298e731c163b78b
mkN534	N	13820	Str -> N	True	True	0		Fem	f8ebc7bef3e307e470e408e36817b83c81c02f6ce5de11f943159ee9edb4ef00
mkN535	N	13843	Str -> N	False	False	0		Fem	123b104fca94c13f140b16a676f4bac52ce8c87c07bf168623cfbe423e8991e4
mkN536	N	13865	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	3222451812fb83a9790fdddfaedb50f6ebfedc1a88f3a5794d6a1395d9da2f10
mkN537	N	13888	Str -> N	True	True	0		Fem	6c6e711a6ec9fd1c444a9c31152488ebd52e1f1b95a943c0d06b20d5105ef70e
mkN538	N	13911	Str -> N	False	False	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	565e96c800a9cdb2e6687773b2db6fae9468c254133874ed0cf8824e930c12eb
mkN539	N	13932	Str -> N	True	True	0		Fem	7ec8b644f27ef2cf6efc624559342652a0bfe6ad60a5e1f14120190068b31c07
mkN540	N	13957	Str -> N	True	False	0		Fem	19166c4ea1ad1ffc4238b209b0af8e20960c75bb21656c5b187a80080eb85ea4
mkN541	N	14010	Str -> N	False	False	0		Masc	2ccd9a3df3ae0eaf9bf890b64fe65731d99ded57819d67add22cb20fbafc854e
mkN542	N	14032	Str -> N	True	True	0		Masc	56303756bc5bef93434fa8b89168e951404f6d876b3a42d1ab2a8929b6e1dc46
mkN543	N	14057	Str -> N	True	True	0		Masc	5840bfdc55a6d6086824fbdba8c3986d504c01cbd2c3c9504f9d68a70c632db6
mkN544	N	14083	Str -> N	True	True	0		Masc	6c43860029011c1d583465e754c1ec7ec48528326ae12addb168393ff4704799
mkN545	N	14106	Str -> N	False	False	0		Masc	952eac4af5d410870fc2667b6c9d2134c5659d7824bff372f9f791bf0c695f27
mkN546	N	14128	Str -> N	False	False	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Fem	974e6e51a5f790604e413778c4472f291baf82c094fcbc888e7cb443a867b592
mkN547	N	14149	Str -> N	True	True	0		Fem	110c76c18ef732826b2cb22c29d674e8a182ab01f49e0b43860d05fb967e9705
mkN548	N	14175	Str -> N	True	True	0		Fem	d137f696df5745a847d9584da475b0100b4fa66b9ab6b50295dfe95445faf485
mkN549	N	14200	Str -> N	True	True	0		Fem	90250b99d352e6bfc0d6f499633effec7ea06dc8a9fa678d22373b27e4e50435
mkN550	N	14227	Str -> N	True	True	0		Masc	937cac45158268e4068dcf9fe93ea26d715d6c80afd9c60bb3b4d7b0e82fa53d
mkN551	N	14251	Str -> N	True	True	0		Fem	68fdb344f9f84ea50830daa510db7be3b3f6531e8adef9eb4bc6f644fdb2b2a8
mkN552	N	14298	Str -> N	False	False	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Fem	3795d1f5bfc166911697a2473b18830ad7b3e943ef5edd15f3139da84b9459f2
mkN553	N	14342	Str -> N	True	True	0		Masc	9abf40181dde51a37ee6fe5ae97d663610352a633e925a7a853e06a9dc95cffa
mkN554	N	14389	Str -> N	False	False	0		Fem	4d6335f99cf7eadac5334df8b8af565562b83515de35c58502efe597320db272
mkN555	N	14433	Str -> N	True	True	0		Fem	16808d5ca5eeb947674764e4387b3639f2465121d2b539d1e8474a999eb39b93
mkN556	N	14480	Str -> N	True	True	0		Fem	3a67e91d691a8ed7a31cba0315c3d4cea470792b332eac02a5923a1e522a937e
mkN557	N	14527	Str -> N	True	True	0		Masc	374d7abd4ad80e2678d0d7f7ebfa27c5a3d54e00898d7e3aaa14f1084d5f5231
mkN558	N	14574	Str -> N	True	True	0		Fem	279f8f43509ee5b351e9b3739428d76a360b853956076ce9463234a704815eae
mkN559	N	14621	Str -> N	True	True	0		Masc	fd8ae95f9d2c136e5d358634153b8bcb5987cdc4080798ec39fdd13171a19bd2
mkN560	N	14668	Str -> N	True	True	0		Fem	5fd6d56383839003a5c66fcef98f629ecf4c70dbeff0899b9dbdc6085b17428c
mkN561	N	14732	Str -> N	True	True	0		Masc	88bbf160e3584a639efcf84fce95341d44c7f138cc56496a938212c9eecf3271
mkN562	N	14779	Str -> N	False	False	0		Masc	2d1c8d6eb53610d6f04717a26e19724ee98df6d4ab90a49c8f839b97e11a768f
mkN563	N	14800	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Fem	c46fede1100317c0fe773975b58f9c23718d5d3fa8e278c6b08431c41c4d7229
mkA001	A	14824	Str -> A	False	False	40	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:40		6f75fedb52bcced290ee4d9b9da5c650cfa84b7c338e4865d920243ef14f5c24
mkA002	A	14839	Str -> A	False	False	0			80e9f7b0f8bdcb53cd817bda0a5ce2d463b36edaaddb92b14071730c001a1dbc
mkA003	A	14854	Str -> A	False	False	8	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:8		5a72ebb4f714a4eb931a4c44c5d02291c500bbd330aed11ba5b9d973f4b782ab
mkA004	A	14869	Str -> A	False	False	16	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:16		3b4119adf7c241d8e0c2149b26bb33a0b93becc8834bd488647109f61f85a275
mkA005	A	14884	Str -> A	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		dd67ca919af1e96a461af678eee4fea87c2f72e3313f08fa1746d54c044d514d
mkA006	A	14903	Str -> A	False	False	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		5633f2beff20b93bc389c35abb9b80094da9f30806f11cf71e89ddcd2716bb84
mkA007	A	14918	Str -> A	True	True	0			d8a790d0fb62683e2118addb09ebd618a228b9645a80aec0cd4f19cef3f9cb94
mkA008	A	14937	Str -> A	True	True	0			57db5ecdf2ced195da2d1334f74abb4ab129a664c86527af7419602d79111a48
mkA009	A	14956	Str -> A	False	False	8	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:8		e0338b7dde6a0fa9a48c1d5762b06d456cc01e11d52fec298d56a3e3ffea44ed
mkA010	A	14971	Str -> A	False	False	0			7b550b81635f1004437d4abe7caa29871f465048cde28aa159c4d4b7ab2acae1
mkA011	A	14986	Str -> A	True	True	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3		fde4da1850859bceb613fd8cfee59943a2bf8339529e0e454101ef18c4521f64
mkA012	A	15007	Str -> A	True	True	0			99c91da0148c7ac0c20ba289a2091aa1bc70caaea2fc0adbe758ac1f3d06573d
mkA013	A	15028	Str -> A	True	True	13	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:13		6cf5c25179b0c650b65c259af3d9b58ba2a864368be6e38fd183d80804235429
mkA014	A	15049	Str -> A	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		7eee31a99a0b586bc0bba997258f74e4345b64e5a72e96f6481e6806557c6724
mkA015	A	15070	Str -> A	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		8f5790b74a04f4b3145db172c235ff500c7897db2f509a869e13767fae4382a4
mkA016	A	15088	Str -> A	True	True	0			6c510e1e5df2749e1cbc142cfc4b00df064438c1d855d0a2e3438c64efc9c542
mkA017	A	15109	Str -> A	True	True	0			4fb0e1c5bd9fff8911aa070949436bf74fb178f8f1c3069a3afd9908fd4af336
mkA018	A	15130	Str -> A	True	True	0			755d8c14f68e37f4a92cca503c1447491e0d0cd79de0062d1250016cf6b1bbd2
mkA019	A	15151	Str -> A	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		10deeda317c13bee21174acf877b64d1ce8acb8c2b99d6ba11e0c048fc64aa41
mkA020	A	15169	Str -> A	False	False	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		e5396c22afee7fad9e329818b6558d5700c3c068f96515e6509c89b3cfb7f589
mkA021	A	15188	Str -> A	True	True	0			485bc25d44a97203cada01c1cc857d114281c33c4c5dbb234471f81b79c6fefc
mkA022	A	15207	Str -> A	True	True	0			3132644e2606f83a7e3b7a99f2b29ebda8117f212b32693c8604a3ee13c8135b
mkA023	A	15234	Str -> A	True	True	0			cc5f6db54261465c96b3a82c1a2537f9ce918a6d8dbb868730aaec4c1b455a23
mkA024	A	15261	Str -> A	True	True	0			485b0f00573ed811315fdfff74e199b62bef451a3f77cbace37bf24d6c39e1a8
mkA025	A	15280	Str -> A	True	True	0			e729a8b87f34077e6386910ce68519ce58ac09ce16ce9c286f0cf6ea394e6c74
mkA026	A	15299	Str -> A	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		e5808261578c2ff93d2dcfff90635e64929fabb6d1120e9d209f6100e968df6b
mkA027	A	15318	Str -> A	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		8ae2a755abb2672609633ff706b5efc79df31556bbdf98924e336b349b618dab
mkA028	A	15337	Str -> A	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		926541836330bb0bcd12b70250cb960b228cc4e5e14f893d745bd042a2da8ea7
mkA029	A	15356	Str -> A	True	True	0			35cac16fc4b875bb9e4df1cc53d68e09685c80b4651e494d17def81fe69a4d8a
mkA030	A	15375	Str -> A	False	False	0			b2a35ae86e58f639e6c35388db3856ac187d46ee4f007179177daf08ec5dee63
mkA031	A	15390	Str -> A	False	False	0			88eb9dec99ed72cabc8176c8f3a936d2e4e43cc5d9fd23ad9f4d2a0e29f416cd
mkA032	A	15414	Str -> A	False	False	0			c20a464219cb3551f2b5e10f08b5d878233a30344b0279c9c54b54cee51f198f
mkA033	A	15438	Str -> A	True	True	0			c479bbe419def659fae766a694e03e6227905a534392fb454e33dccae8374f26
mkA034	A	15489	Str -> A	True	True	0			fbc60e580562a59955957d7341d5592368d802fe66afc17a71189b54ea48b884
mkA035	A	15516	Str -> A	True	True	0			f67cd6dfaf99dc6c4f0716348cea17bc0a3855956074b23341dea92d391a1946
mkA036	A	15543	Str -> A	True	True	0			e60ecc0fa678573ce4b2aeebb65f55c5da8a45313dcc676de77e6503eac8d5ec
mkV001	V	15691	Str -> V	False	False	32	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:32		8d9f4b81693bc1355016dcd952debd0e0b91192c19b20f99959aea406dad835a
mkV002	V	15711	Str -> V	True	True	0			ff8efdc6f987f275db96d97e5eb572264d77bc263523ccf0d2b9bf946d998c22
mkV003	V	15738	Str -> V	True	True	6	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:6		6e35d45290186f998e734c0c11ab966ee311078927af2240e6e8932f0861c805
mkV004	V	15764	Str -> V	True	True	6	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:6		a61f0a0fbd594e6c01b3137b063603ef9ef5fc3cd372f2250ff6175cb827cfdf
mkV005	V	15791	Str -> V	True	True	0			9fa18ab12ce7287110551573595ae2974cf743b5e6c39fce5eb86fc6cd68195e
mkV006	V	15819	Str -> V	False	False	0			aeec8476a84eebc5bf7d1dd512c90a3a2cc9ddca55142dc8db2a2f8e51c54473
mkV007	V	15838	Str -> V	False	False	9	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:9		d0d9a0aed9ae3b95012d50e2c46c67f120bce0acabd5f7d00495f10a2bd6f61a
mkV008	V	15859	Str -> V	False	False	1	AlbanianSQI/GF/lib/src/albanian/LexiconSqi.gf:1		efe1229c97f1f9a3ef7caa165f60ac96ed936455e2d6cf02b92133637ea5c0ad
mkV009	V	15879	Str -> V	True	True	0			003fa05d5f1c3de41844073b4f2853cc20bd32f06e00116f9e7fa2a3af2e1460
mkV010	V	15906	Str -> V	True	True	0			6cef80d3af3330dc11c91969510c6fd2cc62f5c7bde65cacaeef0c671ea77a31
mkV011	V	15931	Str -> V	True	True	0			6ca66b159f315c47d57bb29d5986b8ea54285c523c93d9dc4285e40c039d07df
mkV012	V	16140	Str -> V	True	True	0			5c0d8397cfb6fa3b6d7f08c73f1719e55d08f1985448234b1f5f2b244ae6377a
mkV013	V	16263	Str -> V	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		b56a9f3774912449739b1d2e754aae5b69811cc3c59dc606a7f377ba5153b751
mkV014	V	16308	Str -> V	False	False	17	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:17		695f7911f560dbc3ecc6b660e03cdba891d42020cd30bc8f3708b5a0fccdb8e8
mkV015	V	16311	Str -> V	True	True	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3		d02544db70d94bde77abbb97ce1fc72193a876456f1ec19cc3a738027ee5e1dd
mkV016	V	16434	Str -> V	True	True	0			3169534350dfda1a23c18e5fa95434e184ab7f69ca291655bb1001234e8fbfd8
mkV017	V	16557	Str -> V	False	False	0			5ea302383115fc8e61f670cd4793e0d238434e75942bcb090efb91ed5b748ad0
mkV018	V	16602	Str -> V	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		843c4a6e31438e25de958e956a31c08c849d1e2c2c152ec9ce1261f49529a7f9
mkV019	V	16647	Str -> V	True	True	0			960061280d8b1bce708ec525ea96350303cea0aa57e833e741add600ff6ba132
mkV020	V	16770	Str -> V	True	True	0			eb69c9c6be4c314b98e2db282fb4587d52e095aba63218b6eed8fcccbcc6d8ee
mkV021	V	16893	Str -> V	True	True	0			4c74c2ad2d0bebe2ce2b65529906580db5a551d862f564f39e3d0dcf84d0465e
mkV022	V	16954	Str -> V	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		5b2c0086ccfaf08cdc24bcc22d0ba2e0929b508ae3f43bffc0c817bb89c36041
mkV023	V	17015	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		5aad0f7370ed00da9fe656837433c758bfdf3dc584af0671723dda1e5aa9592e
mkV024	V	17076	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		71adabd739bb3ac0c5ca6c656bfd8ba73f474b90a27666838a7b41e5100c1c4a
mkV025	V	17143	Str -> V	True	True	0			153bd41b81f72b194d6104381a8954e3bea058c569f3deb75b3e6a333868562a
mkV026	V	17212	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		374cf0fe3fbf9de343157b726d841f055d6b3a4427919201089b9f07d23503f7
mkV027	V	17273	Str -> V	True	True	0			5b0f01afa1b042ae0c69fa7b39c914c088b6c3b8deb8389b2dbfa8452e191f45
mkV028	V	17356	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		cbcfd3f0c76954c2a2870a6bff7da4433b5508517ff3c4f862efe7ccedb03bc1
mkV029	V	17439	Str -> V	False	False	0			7ec5dd9f99b526105a68fdea5df6d6e72a2bffb550cda0440e4fdea7be9d610a
mkV030	V	17496	Str -> V	True	True	0			b1927e93cf67e0b1fc18b3307b5a467e8f87e4bac929cc01bfee421ae80d9fbf
mkV031	V	17557	Str -> V	True	True	0			3ba49cb2eaabf68928a45bd17663385c89c844222bf08259fee0b684a926094f
mkV032	V	17693	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		491533983d92e03225981669e69435e9d65118e3f79f29b76adafb41b8c9e16c
mkV033	V	17829	Str -> V	False	False	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3		837c40be339d606f8fa2c02cfd6ec9e986aa04f47ef991dc9147edce106744ed
mkV034	V	17961	Str -> V	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		9accdb80011eadccdfa15e37035b4409b3b57f46bacb8dedaaacfe102658d6a7
mkV035	V	18097	Str -> V	True	True	0			968dc6d0a5aa2f26d506912d2b7383b7d68d03b245a718ab4c1fb081b4c62064
mkV036	V	18233	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		2bccbd8efe44b3da597ed0c5fc47482b4b8308f10a925dcf86edb8d39dfe0703
mkV037	V	18369	Str -> V	True	True	0			63915b9e77719a0f3fea782da5dd0af0f83b5d7b68c2962727e40670c0561793
mkV038	V	18505	Str -> V	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		e11bda8d6ac75dd5a8e256c0e2a1cc6e1b1e5f28944fc1dcf2983984660e5389
mkV039	V	18641	Str -> V	True	True	0			41c4a38a5c2bea0ba55996068c28ed55e19b1da40f3b46bc33030c0472674df5
mkV040	V	18777	Str -> V	True	True	0			d391ff6e8abf8dd884be2561828c97537ef5af343bf327544056c76131d4b4f5
mkV041	V	18913	Str -> V	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		a2f5a7fbe8c7e6b87aab84d369fd7802a1d4e10c23b20cd6a432f6115d154302
mkV042	V	19021	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		16d5f7bb52f0cb166bc27c52dcf360b70a657f3572d13f4a4bad78cbac3f15f3
mkV043	V	19121	Str -> V	True	True	0			3e4d9a6482bb2aa0360cc25bad89b135f1c4c00587b48622e2f940b0f894c27b
mkV044	V	19221	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		83945c0e951607f88e9009a610086d70d2c914660b711fbfe0f70ca54e4c66fb
mkV045	V	19321	Str -> V	True	True	0			aaa1498c1b696ef1e34e6d757af81736d2d45b0496f7814c3fd4496cd07f5bec
mkV046	V	19421	Str -> V	True	True	0			6fd6080a058628ae581c63c45a43505d7bc9e061f206b64adbf42c52dc21a771
mkV047	V	19521	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		4ab190e82021d33c1e86aed99d5092e4cdf14156d132b188a478b4481e6cf1d8
mkV048	V	19621	Str -> V	True	True	0			5fa8e4d09aedbb7d5fb38641ceae52a631274d5778438115e43f93a55f1716bc
mkV049	V	19721	Str -> V	True	True	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3		8d6b1cfea19c3b99063fbc9d3339280e38a1700f6aad0f9d83ae932f0e8df65d
mkV050	V	19821	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		955107f219d8622e17ca60111ba5fba17f8dd9ac9991d35ef2895485ed9690b5
mkV051	V	20013	Str -> V	True	True	0			9215974732144ce005976574d430a86249dc9be89c25fe706c73c3c7cad928e7
mkV052	V	20039	Str -> V	True	True	0			02ee954c882b074c7ca8b05e930325a85d62803394a5644f3d2131ac4c85c018
mkV053	V	20065	Str -> V	True	True	0			ca2643b931007ee3aa51aa8990d6d0dd1ef9d57f50cf3aad894551d7ecaaf7f9
mkV054	V	20091	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		60f54263052a0dfef45d3a17ce062ccf03a665599a85953ed10e8bfbe6a62c1e
mkV055	V	20116	Str -> V	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		6de634c16597a5fdd06ba13ec83e7b01e51515e106a4f308db49f646ae430d8f
mkV056	V	20142	Str -> V	True	True	0			fc74e2da0ece17be163e1e17593d7855529be0b6efbdbb51cd313319128a9062
mkV057	V	20168	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		befa97b3089cc84fef8bd3c39e681d28c2551eb8408b84f0b36c34d950ab6394
mkV058	V	20194	Str -> V	True	True	0			56f9376558d1778a3a329cf32a882947b564f48fc174094e2a786ec0f8dd65e2
mkV059	V	20220	Str -> V	False	False	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3		d39ce231109923e131d49837b439a2f6cf005ce119f1b1c09cef32467485ef30
mkV060	V	20242	Str -> V	True	True	0			e6a89707c2e684e12aafb8b1f36488e81bc309dc7310d28fe20cb67f107b71bb
mkV061	V	20277	Str -> V	True	True	0			24dfa3b201f8f8c94a9965764d7f38557c378acdeba9e67bf60952b3231ec941
mkV062	V	20413	Str -> V	True	False	0			dc35d3c20af11d3832ad633710d3e34f0ba354db223bc5bd45ff229a2ee0267b
mkV063	V	20487	Str -> V	True	True	0			1aea7a246b9903d15573da5f1067f55c40f594c4547907930763f9f7ffca79ab
mkV064	V	20558	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		0983e9098353ccd9874a1af30d8d52e26798fdf14d29dde57390279552149d4a
mkV065	V	20617	Str -> V	True	True	0			097b5af0fe3875f8f6da533d543ca72afd2813f80140bc55604d60a10a7c8fae
mkV066	V	20676	Str -> V	True	True	0			f6457c9053d2e84be122bddca14ee991bc0accdba7bbcbc21b41472bf5bac673
mkV067	V	20743	Str -> V	True	True	0			1e24cf4000e215de13eb09a35a04d844eebde46979ba4616144c7fd8f88e0dfb
mkV068	V	20802	Str -> V	True	True	0			88e5a3fbb8128a868a9908803130bcf248fc914729407f80d07e587cdcde4a5b
mkV069	V	20860	Str -> V	True	True	0			172031b523a4799666785881237dcffea95c123579153714a5a77301649894bc
mkV070	V	20919	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		33dc3e7b6581d0e8cfbabe324edbccb55a75b3eebae464a34e1d54019f23520b
mkV071	V	20979	Str -> V	True	True	0			c181fa6499e1efa065716ad9ca04c1361a5058d7491865618ada070a19cefdfb
mkV072	V	21094	Str -> V	True	True	0			bd7aec5769a80c21a94463168dbed4e919f50ef0e2596fdc8ab51db5e9f42786
mkV073	V	21209	Str -> V	True	True	0			304e92a29024c2682c095ba5999a9bfe02267fbca47b1a2941b7ece326fa83b5
mkV074	V	21324	Str -> V	True	True	0			3ee9227a40d0c95087c785ca18a5beb422a744551704dc0e1b7db8b59ce58a40
mkV075	V	21439	Str -> V	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1		ddc0fe57b75c9b570d446fb6a13a479da25281069689352bf5e2f81dd1228809
mkV076	V	21554	Str -> V	True	True	0			23ac943b60779ce75c278c8fd1971a455d886b6b83e96f8e797324b1170049e0
mkV077	V	21669	Str -> V	True	True	0			777621e9e00e0a676426b4d597cb52297f360f92e18cb08d70777216383ef023
mkV078	V	21784	Str -> V	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		8103869d28c8821346384ecb2c9de9330a659690f2a174b88097f58bbda2c0fd
mkV079	V	21899	Str -> V	True	True	0			fd0f2f85efb8807473ffda05069201ff6e2f122ea9a5ef3bb02c96a526d4e1f9
mkV080	V	22014	Str -> V	True	True	0			9c76abb3e92f714be60773cf4c046f311e7fd39df16e3f0ab528c34ca471c259
mkV081	V	22168	Str -> V	True	True	0			c7bccfa4fa212d6522d6c5ad9b10da33d662c6b42bfbad05423e73f6374a0fae
mkV082	V	22193	Str -> V	True	True	0			3224dc8728d1cd22a53f7bc158d768a9e8af324f0ccac3f42cdc052dc40ed325
mkV083	V	22218	Str -> V	True	True	0			1abf0347fb3617516202cbb90581c11d1b2052a6915227f21cdf3491f5ca6189
mkV084	V	22244	Str -> V	True	True	0			f5e5e01ab471b3706efa5ab97945427ab6583075d0c79069453e6ccec37d60c2
mkV085	V	22277	Str -> V	True	True	0			d60969fba7c4e3379ae63560935343862f89243f21d22afb1b3b51986987d7d5
mkV086	V	22302	Str -> V	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2		54b6f8dc88c9f8c35da3c595c0042746314095be94da396cba8e55d71002674b
mkV087	V	22327	Str -> V	True	True	0			4a5ae34d10deac2edb0480c27fd113dee8f4f0ab95ada236ff23ca3be864cb37
mkV088	V	22361	Str -> V	True	True	0			2146c8f759a7322112afd442fd27dfb4f9377291a43a86d674a0eaeae2addf60
mkV089	V	22409	Str -> V	True	True	0			2b9be5a355180433c115bd6d7f3a81b26fe7c694b4e4fac664e5935b4f4ffda1
mkV090	V	22443	Str -> V	True	True	0			a060c015c41eb5c105bdd6290d7eb55d63301e20e941e39cbf7faf9019f1ca6b
mkV091	V	22468	Str -> V	True	True	0			f5033b88c2d05b83c92a5063c30e30e3fcab46b6619d8280846aa3b643b28b01
mkV092	V	22604	Str -> V	True	True	0			6225d74708aafd951a9c3cc8a9eb64e917b3e45a6ddd4ab049d1ea3053b4e0b4
mkV093	V	22740	Str -> V	True	True	0			b20f02c483468a1a21ef77e87dcb6dd2a98f9844bcc213e7a5b00967ad4731e5
mkV094	V	22876	Str -> V	True	True	0			20808b69d27776cae79be9c35de217b872436f5254345e77cc1e0666f9d3c9f1
mkV095	V	23012	Str -> V	True	True	0			62c8f01b2cf7542eb2edf11a449f48b93dc0039e405f79f009bbc5e167c756b6
mkV096	V	23148	Str -> V	True	True	0			31076807bc76fd7ab6ae3e737c607ed5f35456c2172f7603c6733b15f7744ca4
mkV097	V	23284	Str -> V	True	True	0			7550326145a3bd4b9a00fd50f6fabfacccfaa1f3842331b2bbd4843e87d0fbbb
mkV098	V	23419	Str -> V	True	True	0			1a0aa5fe9160a29691efed7290d21a5f7e71826990290e1ba4b075d8b1c12dcc
mkV099	V	23555	Str -> V	True	True	0			a15e4cb1f53a45407dbc35f253b8a749b67b480808c9c9c7af9367e8f258c052
mkV100	V	23691	Str -> V	True	True	0			f5f3ffcbf5b2a0be1e875a4c66d1cf7e9ee2678892350725a66722f3bf81853c
